Metazoa8909	1000
Metazoa5276	374
Dinoflagellata5282	365
Gyrista2432	244
Radiolaria1225	228
Radiolaria3962	220
Ciliophora4272	216
Fungi5772	206
Metazoa767	206
Streptophyta3541	189
Dinophycea7173	188
Metazoa1155	181
Gyrista7921	154
Cryptista8435	154
Ciliophora7665	142
Dinoflagellata3280	142
Radiolaria1645	135
Radiolaria5671	128
Dinophycea6280	123
Fungi2092	113
Gyrista2168	111
Fungi7405	108
Metazoa5514	104
Cryptista4488	100
Fungi8609	99
Fungi3978	96
Diatom1727	87
Fungi515	84
Diatom8283	84
Gyrista1448	79
Ciliophora4325	74
Fungi3386	72
Metazoa1016	71
Radiolaria6768	67
Sagenista1515	66
Radiolaria889	65
Dinoflagellata9373	63
Dinoflagellata5716	62
Dinophycea2102	51
Ciliophora4070	51
Cercozoa7349	51
Radiolaria1365	51
Dinoflagellata4163	50
Gyrista8685	50
Metazoa4156	50
Perkinsea3888	48
Dinoflagellata4469	48
Dinoflagellata5501	47
Metazoa6962	44
Chlorophyta3029	43
Cryptista1376	42
Metazoa7078	41
Radiolaria7712	40
Fungi9248	39
Fungi7358	39
Radiolaria7884	37
Fungi5982	37
Dinoflagellata7096	37
Dinoflagellata6067	37
Radiolaria5600	36
Ciliophora8704	36
Fungi2200	35
Dinophycea3903	34
Ciliophora146	34
Metazoa3677	32
Fungi9172	32
Discoba777	32
Ciliophora8764	31
Metazoa2905	31
Gyrista7792	31
Gyrista9302	31
Fungi6679	31
Gyrista1532	31
Fungi2625	30
Ciliophora5362	30
Radiolaria1730	29
Telonemia1679	29
Cercozoa4708	28
Metazoa4489	28
Chlorophyta5240	28
Gyrista2923	28
Metazoa2001	27
Amoebozoa3007	27
Gyrista489	27
Dinophycea6927	27
Ciliophora2382	26
Dinoflagellata4585	26
Radiolaria3703	26
Dinophycea3131	25
Radiolaria3613	25
Fungi2913	25
Gyrista48	25
Gyrista2363	25
Cercozoa701	24
Ciliophora6695	24
Telonemia2985	24
Metazoa4019	23
Dinophycea6433	23
Streptophyta8543	23
Cercozoa3100	23
Fungi2759	22
Ciliophora8505	22
Radiolaria2531	22
Chlorophyta4423	21
Fungi3462	21
Cercozoa3879	21
Fungi1992	21
Gyrista4732	21
Metazoa7093	21
Cryptista913	21
Radiolaria988	21
Gyrista5579	21
Ciliophora3247	20
Radiolaria8667	20
Ciliophora7576	20
Radiolaria5333	20
Discoba5473	20
Ciliophora4917	20
Dinophycea2824	20
Cryptista8131	19
Radiolaria1653	19
Ciliophora5882	19
Dinophycea7344	19
Cryptista4289	19
Metazoa2847	19
Dinoflagellata478	19
Ciliophora1735	18
Amoebozoa6319	18
Discoba797	18
Ciliophora8556	18
Radiolaria6718	18
Dinoflagellata8190	18
Metazoa8147	18
Dinophycea7263	18
Metazoa3170	18
Metazoa6569	17
Chlorophyta2672	17
Fungi5543	17
Metazoa8684	17
Ciliophora8110	17
Metazoa2440	17
Colpodellida2592	17
Apicomplexa7308	17
Fungi9365	17
Fungi773	16
Fungi4584	16
Choanoflagellata4320	16
Radiolaria6639	16
Dinoflagellata8816	16
Gyrista4703	16
Dinoflagellata2930	16
Ciliophora1564	15
Ciliophora6221	15
Ciliophora4238	15
Sagenista7103	15
Metazoa435	15
Diatom8553	15
Fungi5033	15
Amoebozoa707	15
Perkinsea1176	15
Radiolaria7865	14
Gyrista1971	14
Dinoflagellata5540	14
Metazoa5410	14
Radiolaria6938	14
Amoebozoa1094	14
Radiolaria1168	14
Picozoa7333	14
Radiolaria1433	14
Fungi5580	14
Fungi7854	13
Metazoa6580	13
Diatom9367	13
Dinoflagellata3083	13
Gyrista1737	13
Chlorophyta6586	13
Perkinsea1057	13
Ciliophora5940	13
Fungi1527	13
Cryptista6867	13
Radiolaria475	13
Gyrista8810	13
Dinophycea6127	12
Streptophyta136	12
Chlorophyta8841	12
Fungi4049	12
Dinoflagellata8119	12
Fungi8747	12
Fungi7462	12
Obazoa7445	12
Gyrista7152	12
Metazoa7599	12
Radiolaria6432	12
Discoba6874	12
Streptophyta8835	12
Dinoflagellata6076	12
Dinoflagellata4186	12
Gyrista553	12
Dinoflagellata6727	12
Ciliophora946	12
Fungi5596	12
Ciliophora8328	11
Dinoflagellata397	11
Fungi58	11
Gyrista8600	11
Ciliophora8866	11
Dinophycea6839	11
Fungi1137	11
Fungi7791	11
Cryptista6405	11
Obazoa6511	11
Metazoa5089	11
Metazoa7784	11
Discoba103	11
Dinoflagellata4464	11
Radiolaria7538	11
Radiolaria7033	10
Chlorophyta6864	10
Metazoa3321	10
Metazoa3110	10
Dinoflagellata1435	10
Radiolaria6169	10
Dinoflagellata2310	10
Metazoa5869	10
Gyrista4082	10
Sagenista5722	10
Cercozoa5032	10
Gyrista7608	10
Diatom5691	10
Ciliophora2943	10
Radiolaria1628	10
Metazoa6041	10
Haptista4904	10
Metazoa3972	10
Discoba3685	10
Fungi2784	10
Dinophycea3075	10
Gyrista3501	10
Fungi4220	10
Gyrista8434	9
Fungi2304	9
Dinoflagellata4565	9
Dinophycea8502	9
Metazoa5365	9
Radiolaria6214	9
Fungi7338	9
Diatom7596	9
Gyrista4603	9
Ciliophora6547	9
Metazoa6285	9
Cercozoa1052	9
Radiolaria5436	9
Gyrista1854	9
Gyrista5322	9
Gyrista3739	9
Radiolaria6074	9
Dinophycea8044	9
Fungi4417	9
Gyrista3786	9
Dinoflagellata3944	9
Chlorophyta2509	8
Radiolaria7605	8
Dinoflagellata2389	8
Dinoflagellata1108	8
Fungi1838	8
Radiolaria4315	8
Fungi6029	8
Fungi5807	8
Metazoa8890	8
Fungi2620	8
Ciliophora5281	8
Radiolaria1045	8
Ciliophora9229	8
Radiolaria5929	8
Metazoa5670	8
Fungi215	8
Chlorophyta2835	8
Fungi5647	8
Chlorophyta3114	8
Cryptista3337	8
Metazoa6051	8
Fungi4773	8
Obazoa3422	8
Apicomplexa343	8
Metazoa1371	8
Metazoa2306	7
Fungi8656	7
Dinoflagellata8173	7
Ciliophora373	7
Gyrista2955	7
Ciliophora1122	7
Dinoflagellata1871	7
Radiolaria5893	7
Metazoa7417	7
Radiolaria5589	7
Ciliophora4873	7
Ciliophora6672	7
Dinoflagellata3681	7
Ciliophora9201	7
Chlorophyta7867	7
Colpodellida907	7
Fungi339	7
Fungi6438	7
Fungi1357	7
Ciliophora9122	7
Fungi6694	7
Ciliophora6263	7
Radiolaria168	7
Radiolaria7079	7
Dinoflagellata246	7
Stramenopiles9387	7
Sagenista7109	7
Dinophycea5386	7
Fungi4175	7
Diatom4027	7
Ciliophora2287	7
Cercozoa598	7
Choanoflagellata3033	7
Radiolaria2860	7
Fungi5707	7
Ciliophora2796	7
Fungi9157	7
Gyrista2761	7
Dinophycea3091	7
Gyrista8342	6
Ciliophora5561	6
Cercozoa2688	6
Fungi5393	6
Radiolaria941	6
Dinoflagellata4824	6
Metazoa7698	6
Gyrista668	6
Metazoa3692	6
Radiolaria5587	6
Ciliophora3837	6
Dinoflagellata5854	6
Sagenista7815	6
Opalozoa5774	6
Dinoflagellata3031	6
Gyrista3512	6
Fungi5815	6
Discoba5563	6
Metazoa671	6
Sagenista2867	6
Radiolaria2740	6
Dinoflagellata4133	6
Obazoa6443	6
Dinophycea1680	6
Perkinsea4037	6
Fungi8689	6
Fungi4728	6
Cercozoa6657	6
Ciliophora480	6
Dinoflagellata243	6
Fungi7942	6
Dinophycea3290	6
Dinoflagellata3674	6
Metazoa8200	6
Fungi1355	6
Dinoflagellata4513	6
Fungi5917	6
Fungi6437	6
Amoebozoa3105	6
Endomyxa714	6
Ciliophora2995	6
Chlorophyta1724	6
Dinoflagellata3742	6
CRuMs4192	6
Chlorophyta1255	6
Ciliophora9169	6
Dinoflagellata1178	6
Dinoflagellata7233	6
Ciliophora8183	6
Apicomplexa4615	6
Metazoa3533	5
Metazoa852	5
Ciliophora8465	5
Dinophycea4115	5
Discoba8168	5
Metazoa6528	5
Dinoflagellata4750	5
Cercozoa5499	5
Radiolaria5217	5
Dinophycea6317	5
Fungi7454	5
Metazoa9271	5
Cercozoa4685	5
Dinoflagellata7640	5
Chlorophyta2872	5
Diatom779	5
Gyrista3134	5
Fungi4434	5
Fungi9319	5
Chlorophyta5193	5
Dinoflagellata2802	5
Ciliophora2942	5
Discoba3385	5
Discoba3322	5
Gyrista5348	5
eukaryota3967	5
Radiolaria6663	5
Cercozoa5494	5
Dinophycea5972	5
Metazoa6735	5
Fungi4653	5
Radiolaria2593	5
Ciliophora9286	5
Cercozoa5359	5
Metazoa6266	5
Ciliophora8409	5
Fungi8724	5
Dinoflagellata4294	5
Ciliophora680	5
Dinoflagellata3522	5
Chlorophyta753	5
Radiolaria1983	5
Cercozoa2268	5
Cercozoa3095	5
Fungi5554	5
Fungi5655	5
Sagenista6817	5
Radiolaria4978	5
Ciliophora3347	5
Discoba9320	5
Metazoa4907	5
Metazoa2412	5
Amoebozoa2650	5
Metazoa7125	5
Gyrista7643	5
Dinoflagellata1015	5
Dinophycea6117	5
Cercozoa4947	5
Dinophycea2403	5
Ciliophora1226	5
Gyrista3581	5
Diatom2171	5
Ciliophora5699	5
Radiolaria1837	5
Dinoflagellata8462	5
Ciliophora4234	5
Opalozoa5153	5
Ciliophora5903	5
Dinoflagellata9378	5
Amoebozoa2068	5
Dinophycea2071	5
Amoebozoa5773	4
eukaryota3133	4
Fungi8859	4
Radiolaria7661	4
Radiolaria5056	4
Discoba6350	4
Gyrista6959	4
Ciliophora5884	4
Dinoflagellata1948	4
Cercozoa1558	4
Cercozoa4573	4
Fungi6860	4
Radiolaria5213	4
Dinoflagellata6594	4
Fungi309	4
Fungi3071	4
Ciliophora7311	4
Radiolaria5392	4
Haptista4760	4
Gyrista7193	4
Fungi3590	4
Fungi6862	4
Fungi1903	4
Radiolaria4678	4
Dinoflagellata5664	4
Fungi9128	4
Metazoa7809	4
Dinoflagellata2434	4
Fungi383	4
Dinoflagellata6034	4
Apicomplexa4134	4
Gyrista1824	4
Cercozoa7736	4
Metazoa5993	4
Dinoflagellata4047	4
Ciliophora1128	4
